probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,Unnamed: 5
-9.500000E+01,-1.0867410000000002e-07,9.91e+37,9010.47,21508.0,
-9.475000E+01,-3.291e-08,9.91e+37,9011.530999999999,21508.0,
-9.450000E+01,-1.725207e-08,9.91e+37,9012.59,21508.0,
-9.425000E+01,-5.6349040000000005e-09,9.91e+37,9013.651,21508.0,
-9.400000E+01,-2.604338e-09,9.91e+37,9014.71,21508.0,
-9.375000E+01,3.961582e-09,9.91e+37,9015.77,21508.0,
-9.350000E+01,9.012015e-09,9.91e+37,9016.833,21508.0,
-9.325000E+01,1.2547310000000001e-08,9.91e+37,9017.893,21508.0,
-9.300000E+01,1.860784e-08,9.91e+37,9018.953000000001,21508.0,
-9.275000E+01,2.7698619999999997e-08,9.91e+37,9020.011999999999,21508.0,
-9.250000E+01,3.476921e-08,9.91e+37,9021.07,21508.0,
-9.225000E+01,4.4365030000000003e-08,9.91e+37,9022.131,21508.0,
-9.200000E+01,5.0930620000000006e-08,9.91e+37,9023.190999999999,21508.0,
-9.175000E+01,5.901129e-08,9.91e+37,9024.25,21508.0,
-9.150000E+01,6.961722e-08,9.91e+37,9025.312,21508.0,
-9.125000E+01,7.769788e-08,9.91e+37,9026.369,21508.0,
-9.100000E+01,9.284921000000001e-08,9.91e+37,9027.426,21508.0,
-9.075000E+01,1.044652e-07,9.91e+37,9028.499,21508.0,
-9.050000E+01,1.170913e-07,9.91e+37,9029.577,21508.0,
-9.025000E+01,1.2820219999999998e-07,9.91e+37,9030.636,21508.0,
-9.000000E+01,1.473939e-07,9.91e+37,9031.695,21508.0,
-8.975000E+01,1.60525e-07,9.91e+37,9032.777,21508.0,
-8.950000E+01,1.787067e-07,9.91e+37,9033.835,21508.0,
-8.925000E+01,1.999184e-07,9.91e+37,9034.895,21508.0,
-8.900000E+01,2.1809999999999997e-07,9.91e+37,9035.957,21508.0,
-8.875000E+01,2.3981679999999997e-07,9.91e+37,9037.035,21508.0,
-8.850000E+01,2.635539e-07,9.91e+37,9038.091999999999,21508.0,
-8.825000E+01,2.807252e-07,9.91e+37,9039.151,21508.0,
-8.800000E+01,3.00422e-07,9.91e+37,9040.237,21508.0,
-8.775000E+01,3.155733e-07,9.91e+37,9041.298,21508.0,
-8.750000E+01,3.4234050000000005e-07,9.91e+37,9042.357,21508.0,
-8.725000E+01,3.6910769999999997e-07,9.91e+37,9043.416,21508.0,
-8.700000E+01,3.973904e-07,9.91e+37,9044.475,21508.0,
-8.675000E+01,4.155717e-07,9.91e+37,9045.538,21508.0,
-8.650000E+01,4.377937e-07,9.91e+37,9046.601,21508.0,
-8.625000E+01,4.6910649999999995e-07,9.91e+37,9047.66,21508.0,
-8.600000E+01,4.958737e-07,9.91e+37,9048.72,21508.0,
-8.575000E+01,5.302166999999999e-07,9.91e+37,9049.778,21508.0,
-8.550000E+01,5.549633e-07,9.91e+37,9050.854,21508.0,
-8.525000E+01,5.953671e-07,9.91e+37,9051.912,21508.0,
-8.500000E+01,6.342555e-07,9.91e+37,9052.973,21508.0,
current through plasma (-mA) <tab> voltage across plasma (-V) <tab> time (sec),,,,,
3.211048	383.456867	0.002000,,,,,
3.188790	386.927586	0.102000,,,,,
3.168423	389.645963	0.202000,,,,,
3.170110	389.270460	0.302000,,,,,
3.179100	388.532120	0.402000,,,,,
3.182356	388.192772	0.502000,,,,,
3.179189	388.360536	0.602000,,,,,
3.174118	388.677480	0.702000,,,,,
3.177057	388.428052	0.802000,,,,,
3.183356	387.927811	0.902000,,,,,
3.183212	387.951217	1.002000,,,,,
3.177350	388.377061	1.102000,,,,,
