probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,Unnamed: 5
-4.500000E+01,-1.420301e-07,9.91e+37,132.6563,21508.0,
-4.475000E+01,-1.167718e-07,9.91e+37,133.7148,21508.0,
-4.450000E+01,-9.858592999999999e-08,9.91e+37,134.7754,21508.0,
-4.425000E+01,-8.999816000000001e-08,9.91e+37,135.8516,21508.0,
-4.400000E+01,-7.787424999999999e-08,9.91e+37,136.9072,21508.0,
-4.375000E+01,-7.484319999999999e-08,9.91e+37,137.9863,21508.0,
-4.350000E+01,-6.676058e-08,9.91e+37,139.0469,21508.0,
-4.325000E+01,-6.019346e-08,9.91e+37,140.1084,21508.0,
-4.300000E+01,-5.059532e-08,9.91e+37,141.168,21508.0,
-4.275000E+01,-4.604889e-08,9.91e+37,142.2285,21508.0,
-4.250000E+01,-3.847141e-08,9.91e+37,143.2871,21508.0,
-4.225000E+01,-3.5440410000000003e-08,9.91e+37,144.3447,21508.0,
-4.200000E+01,-2.281134e-08,9.91e+37,145.4033,21508.0,
-4.175000E+01,-1.9780349999999998e-08,9.91e+37,146.4629,21508.0,
-4.150000E+01,-1.624421e-08,9.91e+37,147.5215,21508.0,
-4.125000E+01,-6.646115e-09,9.91e+37,148.5811,21508.0,
-4.100000E+01,2.9517680000000002e-09,9.91e+37,149.6396,21508.0,
-4.075000E+01,-7.900203000000001e-11,9.91e+37,150.6982,21508.0,
-4.050000E+01,2.446656e-09,9.91e+37,151.7607,21508.0,
-4.025000E+01,1.4569319999999999e-08,9.91e+37,152.8232,21508.0,
-4.000000E+01,1.204377e-08,9.91e+37,153.9004,21508.0,
-3.975000E+01,1.86102e-08,9.91e+37,154.959,21508.0,
-3.950000E+01,2.5681759999999998e-08,9.91e+37,156.0186,21508.0,
-3.925000E+01,2.921752e-08,9.91e+37,157.0781,21508.0,
-3.900000E+01,3.3763519999999996e-08,9.91e+37,158.1396,21508.0,
-3.875000E+01,3.931972e-08,9.91e+37,159.2002,21508.0,
-3.850000E+01,4.386571e-08,9.91e+37,160.2598,21508.0,
-3.825000E+01,4.689636e-08,9.91e+37,161.3428,21508.0,
-3.800000E+01,4.942191999999999e-08,9.91e+37,162.4014,21508.0,
-3.775000E+01,5.5483209999999995e-08,9.91e+37,163.457,21508.0,
-3.750000E+01,5.851386e-08,9.91e+37,164.5498,21508.0,
-3.725000E+01,6.053428e-08,9.91e+37,165.6289,21508.0,
-3.700000E+01,6.710071e-08,9.91e+37,166.6904,21508.0,
-3.675000E+01,7.215177999999999e-08,9.91e+37,167.748,21508.0,
-3.650000E+01,7.316198e-08,9.91e+37,168.8076,21508.0,
-3.625000E+01,7.972846000000001e-08,9.91e+37,169.8652,21508.0,
-3.600000E+01,8.275905999999999e-08,9.91e+37,170.9268,21508.0,
-3.575000E+01,8.983058999999999e-08,9.91e+37,171.9883,21508.0,
-3.550000E+01,8.983051e-08,9.91e+37,173.0469,21508.0,
-3.525000E+01,9.942761000000001e-08,9.91e+37,174.1055,21508.0,
-3.500000E+01,1.0599399999999999e-07,9.91e+37,175.1641,21508.0,
current through plasma (-mA) <tab> voltage across plasma (-V) <tab> time (sec),,,,,
0.140482	478.239597	0.002000,,,,,
0.144472	477.949446	0.102000,,,,,
0.146653	477.876108	0.202000,,,,,
0.146555	477.853838	0.302000,,,,,
0.142740	478.140679	0.402000,,,,,
0.139135	478.401989	0.502000,,,,,
0.138696	478.426154	0.602000,,,,,
0.141008	478.299239	0.702000,,,,,
0.144403	478.079282	0.802000,,,,,
0.146736	477.881965	0.902000,,,,,
0.145679	477.969181	1.002000,,,,,
0.141912	478.242657	1.102000,,,,,
0.138583	478.433536	1.202000,,,,,
0.139545	478.388511	1.302000,,,,,
0.142401	478.154757	1.402000,,,,,
0.145385	477.956923	1.502000,,,,,
0.146530	477.872374	1.602000,,,,,
0.143774	478.085978	1.702000,,,,,
0.139948	478.371988	1.802000,,,,,
0.137965	478.509975	1.902000,,,,,
0.139628	478.410138	2.002000,,,,,
0.144122	478.045416	2.103000,,,,,
0.146497	477.879903	2.202000,,,,,
0.146455	477.838962	2.302000,,,,,
0.143682	478.023612	2.402000,,,,,
0.139352	478.382436	2.502000,,,,,
0.138025	478.474645	2.602000,,,,,
0.141178	478.269434	2.702000,,,,,
0.144838	478.008647	2.802000,,,,,
0.146094	477.925563	2.902000,,,,,
0.144948	478.042939	3.002000,,,,,
0.141179	478.287250	3.102000,,,,,
0.138637	478.466945	3.202000,,,,,
0.138837	478.433758	3.302000,,,,,
0.142306	478.169617	3.407000,,,,,
0.146619	477.835126	3.502000,,,,,
0.146447	477.923829	3.602000,,,,,
0.144065	478.075038	3.702000,,,,,
0.140517	478.323224	3.802000,,,,,
0.138055	478.506407	3.902000,,,,,
0.139261	478.411896	4.002000,,,,,
0.143546	478.105502	4.102000,,,,,
0.146361	477.906340	4.202000,,,,,
