probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,Unnamed: 5
0.936659	450.363779	13.502000,,,,,
0.936705	450.328982	13.602000,,,,,
0.935823	450.435142	13.702000,,,,,
0.935490	450.462214	13.802000,,,,,
0.936383	450.339035	13.902000,,,,,
0.936932	450.410444	14.002000,,,,,
0.936291	450.403188	14.102000,,,,,
0.936055	450.428239	14.202000,,,,,
0.935995	450.440199	14.302000,,,,,
0.936392	450.327548	14.402000,,,,,
0.937569	450.150980	14.502000,,,,,
0.938440	450.079490	14.602000,,,,,
0.938035	450.147491	14.702000,,,,,
0.938036	450.093139	14.802000,,,,,
0.937596	450.173196	14.902000,,,,,
0.937823	450.179149	15.002000,,,,,
0.937603	450.162984	15.102000,,,,,
0.937543	450.194386	15.202000,,,,,
0.938254	450.120989	15.302000,,,,,
0.938374	450.118470	15.402000,,,,,
0.938824	449.900042	15.502000,,,,,
0.938855	449.898390	15.602000,,,,,
0.939562	449.933203	15.702000,,,,,
0.939778	449.893263	15.802000,,,,,
0.939297	449.877871	15.902000,,,,,
0.939315	449.911050	16.002000,,,,,
0.940070	449.779963	16.102000,,,,,
0.939676	449.807839	16.202000,,,,,
0.939298	449.876836	16.302000,,,,,
0.939589	449.765648	16.403000,,,,,
0.939859	449.873907	16.503000,,,,,
0.941328	449.584569	16.602000,,,,,
0.941300	449.578631	16.702000,,,,,
0.941126	449.633592	16.802000,,,,,
0.940403	449.690495	16.902000,,,,,
0.940252	449.661634	17.002000,,,,,
0.941090	449.600929	17.102000,,,,,
0.941622	449.514203	17.202000,,,,,
0.940698	449.623530	17.302000,,,,,
0.941060	449.621327	17.402000,,,,,
0.941346	449.606979	17.502000,,,,,
0.941904	449.483488	17.602000,,,,,
0.943088	449.352481	17.702000,,,,,
0.943005	449.332406	17.802000,,,,,
0.943049	449.341882	17.902000,,,,,
0.942359	449.359253	18.002000,,,,,
0.942417	449.301955	18.102000,,,,,
0.942574	449.295504	18.202000,,,,,
0.942309	449.412633	18.303000,,,,,
0.942827	449.405980	18.402000,,,,,
0.943089	449.339529	18.502000,,,,,
0.943008	449.327111	18.602000,,,,,
0.943182	449.263591	18.702000,,,,,
0.943788	449.077346	18.802000,,,,,
0.944724	449.097936	18.902000,,,,,
0.944707	449.017836	19.002000,,,,,
0.944337	449.057252	19.102000,,,,,
0.943974	449.094040	19.202000,,,,,
0.944648	449.077856	19.302000,,,,,
0.943836	449.184368	19.402000,,,,,
0.943736	449.177629	19.502000,,,,,
0.943957	449.177237	19.602000,,,,,
0.944373	449.106885	19.702000,,,,,
0.946199	448.861040	19.802000,,,,,
0.946257	448.788510	19.902000,,,,,
0.946172	448.742085	20.002000,,,,,
0.945648	448.817630	20.102000,,,,,
0.945242	448.915960	20.202000,,,,,
0.945727	448.932543	20.302000,,,,,
0.946392	448.865503	20.402000,,,,,
0.945270	448.925545	20.502000,,,,,
0.945083	448.906109	20.602000,,,,,
0.946500	448.801466	20.702000,,,,,
0.945880	448.801949	20.802000,,,,,
0.947040	448.605925	20.902000,,,,,
0.947383	448.573815	21.003000,,,,,
0.947935	448.642088	21.102000,,,,,
0.947134	448.688056	21.203000,,,,,
0.947124	448.632649	21.302000,,,,,
0.947285	448.647841	21.403000,,,,,
0.947617	448.669508	21.502000,,,,,
0.947033	448.636157	21.602000,,,,,
0.947347	448.636504	21.702000,,,,,
0.947537	448.584054	21.802000,,,,,
0.948006	448.469161	21.902000,,,,,
0.948199	448.409356	22.003000,,,,,
0.948891	448.350580	22.102000,,,,,
0.948880	448.420439	22.202000,,,,,
0.948520	448.467101	22.302000,,,,,
0.948885	448.393162	22.402000,,,,,
0.949333	448.339249	22.502000,,,,,
0.948623	448.337378	22.602000,,,,,
0.948011	448.420577	22.702000,,,,,
0.948405	448.411824	22.802000,,,,,
0.948695	448.366082	22.902000,,,,,
0.950196	448.171810	23.002000,,,,,
0.949213	448.231101	23.102000,,,,,
0.950036	448.157563	23.202000,,,,,
0.950106	448.216511	23.303000,,,,,
0.950093	448.271411	23.402000,,,,,
0.950185	448.195962	23.502000,,,,,
0.950133	448.143989	23.602000,,,,,
0.950267	448.176929	23.702000,,,,,
0.949714	448.193716	23.802000,,,,,
0.949397	448.216263	23.902000,,,,,
0.949992	448.253910	24.002000,,,,,
0.950949	448.065341	24.102000,,,,,
0.951400	447.999139	24.202000,,,,,
0.951962	447.951155	24.302000,,,,,
0.950906	448.017707	24.402000,,,,,
0.950774	448.055204	24.502000,,,,,
0.951087	448.019655	24.602000,,,,,
0.951605	447.939774	24.702000,,,,,
0.951472	447.963564	24.802000,,,,,
0.951434	448.027771	24.902000,,,,,
0.951645	448.021431	25.002000,,,,,
0.951532	447.989578	25.102000,,,,,
0.952049	447.825678	25.202000,,,,,
0.952224	447.821014	25.302000,,,,,
0.952443	447.774046	25.402000,,,,,
0.952501	447.752981	25.502000,,,,,
0.952181	447.828698	25.602000,,,,,
0.952785	447.758318	25.702000,,,,,
0.952184	447.867812	25.802000,,,,,
0.951474	447.926345	25.902000,,,,,
0.952681	447.854689	26.002000,,,,,
0.953095	447.818264	26.102000,,,,,
0.953832	447.658363	26.202000,,,,,
0.953056	447.629353	26.302000,,,,,
0.953320	447.621795	26.402000,,,,,
0.953297	447.631190	26.502000,,,,,
0.952911	447.695363	26.602000,,,,,
0.953005	447.662131	26.702000,,,,,
0.953883	447.584438	26.802000,,,,,
0.953106	447.684620	26.902000,,,,,
0.953258	447.669365	27.002000,,,,,
0.953093	447.670212	27.102000,,,,,
0.954141	447.564114	27.202000,,,,,
0.954822	447.502579	27.302000,,,,,
0.955180	447.372999	27.402000,,,,,
0.955292	447.367171	27.502000,,,,,
0.954513	447.397384	27.602000,,,,,
0.953923	447.539903	27.702000,,,,,
0.954575	447.487579	27.802000,,,,,
0.954834	447.479546	27.902000,,,,,
0.954249	447.518852	28.002000,,,,,
0.954264	447.434631	28.102000,,,,,
0.955024	447.421895	28.202000,,,,,
0.955000	447.370041	28.302000,,,,,
0.955562	447.241864	28.402000,,,,,
0.955219	447.296189	28.502000,,,,,
0.956138	447.255445	28.602000,,,,,
0.955862	447.315019	28.702000,,,,,
0.955823	447.299937	28.802000,,,,,
0.955342	447.309880	28.902000,,,,,
0.955484	447.289435	29.002000,,,,,
0.955365	447.295944	29.103000,,,,,
0.955452	447.307317	29.202000,,,,,
0.956010	447.252836	29.302000,,,,,
0.956161	447.237293	29.402000,,,,,
0.956749	447.106918	29.502000,,,,,
0.957139	447.092204	29.602000,,,,,
0.956919	447.104895	29.702000,,,,,
0.956025	447.195840	29.802000,,,,,
0.956727	447.118332	29.902000,,,,,
0.957096	447.087647	30.002000,,,,,
0.957004	447.063860	30.102000,,,,,
0.955707	447.160218	30.202000,,,,,
0.955892	447.151238	30.302000,,,,,
0.956533	447.155497	30.402000,,,,,
0.957555	447.046033	30.502000,,,,,
0.957722	446.995324	30.602000,,,,,
0.957575	446.933392	30.702000,,,,,
0.958350	446.943345	30.802000,,,,,
0.957572	446.947647	30.902000,,,,,
0.957181	446.986044	31.002000,,,,,
0.957457	446.940391	31.102000,,,,,
0.957582	446.972966	31.202000,,,,,
0.957192	446.999121	31.302000,,,,,
0.958220	446.924471	31.402000,,,,,
0.957693	446.956829	31.502000,,,,,
0.958348	446.847194	31.602000,,,,,
0.958129	446.835013	31.702000,,,,,
0.959093	446.770058	31.802000,,,,,
0.959019	446.735894	31.902000,,,,,
0.958342	446.834855	32.002000,,,,,
0.958700	446.797909	32.102000,,,,,
0.958888	446.765907	32.202000,,,,,
0.958237	446.848924	32.302000,,,,,
0.958392	446.902489	32.402000,,,,,
0.959026	446.849670	32.502000,,,,,
0.959134	446.734324	32.603000,,,,,
0.959274	446.677421	32.703000,,,,,
0.959527	446.661819	32.802000,,,,,
0.959466	446.647831	32.902000,,,,,
0.959232	446.689383	33.003000,,,,,
0.959124	446.735904	33.102000,,,,,
0.959871	446.635028	33.202000,,,,,
0.959471	446.709469	33.302000,,,,,
0.959594	446.694044	33.402000,,,,,
0.959002	446.710809	33.503000,,,,,
0.959740	446.655808	33.602000,,,,,
0.960026	446.623202	33.702000,,,,,
0.959867	446.598253	33.802000,,,,,
0.960297	446.553224	33.902000,,,,,
0.960561	446.512800	34.002000,,,,,
0.959767	446.648317	34.102000,,,,,
0.959678	446.606844	34.202000,,,,,
0.960092	446.638945	34.302000,,,,,
0.960660	446.557651	34.402000,,,,,
0.960424	446.506014	34.502000,,,,,
0.960322	446.560320	34.602000,,,,,
0.960486	446.463803	34.702000,,,,,
0.960461	446.459527	34.802000,,,,,
0.960658	446.457763	34.902000,,,,,
0.961313	446.428320	35.002000,,,,,
0.960485	446.593764	35.102000,,,,,
0.960351	446.480597	35.202000,,,,,
0.961103	446.437416	35.302000,,,,,
0.960533	446.498453	35.402000,,,,,
0.960282	446.524816	35.502000,,,,,
0.960395	446.496031	35.602000,,,,,
0.960912	446.460376	35.702000,,,,,
0.961750	446.384146	35.802000,,,,,
0.961424	446.375892	35.902000,,,,,
0.960559	446.500280	36.002000,,,,,
0.960568	446.467229	36.102000,,,,,
0.960939	446.530795	36.202000,,,,,
0.960272	446.525967	36.302000,,,,,
0.960798	446.516402	36.402000,,,,,
0.961122	446.415581	36.502000,,,,,
0.961116	446.409914	36.603000,,,,,
0.960735	446.461012	36.703000,,,,,
