probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,Unnamed: 5
-5.000000E+01,-1.1625689999999999e-07,9.91e+37,1368.451,21508.0,
-4.975000E+01,-8.695988999999999e-08,9.91e+37,1369.51,21508.0,
-4.950000E+01,-8.089835000000001e-08,9.91e+37,1370.567,21508.0,
-4.925000E+01,-6.928058999999999e-08,9.91e+37,1371.6270000000002,21508.0,
-4.900000E+01,-6.675496e-08,9.91e+37,1372.6860000000001,21508.0,
-4.875000E+01,-5.766279e-08,9.91e+37,1373.741,21508.0,
-4.850000E+01,-5.1096250000000003e-08,9.91e+37,1374.8210000000001,21508.0,
-4.825000E+01,-5.0085959999999996e-08,9.91e+37,1375.879,21508.0,
-4.800000E+01,-4.452964e-08,9.91e+37,1376.9360000000001,21508.0,
-4.775000E+01,-3.998354e-08,9.91e+37,1377.996,21508.0,
-4.750000E+01,-3.5942540000000005e-08,9.91e+37,1379.058,21508.0,
-4.725000E+01,-3.190156e-08,9.91e+37,1380.116,21508.0,
-4.700000E+01,-2.28094e-08,9.91e+37,1381.175,21508.0,
-4.675000E+01,-1.977867e-08,9.91e+37,1382.234,21508.0,
-4.650000E+01,-1.573769e-08,9.91e+37,1383.293,21508.0,
-4.625000E+01,-1.422232e-08,9.91e+37,1384.3529999999998,21508.0,
-4.600000E+01,-6.1403799999999994e-09,9.91e+37,1385.414,21508.0,
-4.575000E+01,-1.594286e-09,9.91e+37,1386.476,21508.0,
-4.550000E+01,-3.1096490000000004e-09,9.91e+37,1387.5539999999999,21508.0,
-4.525000E+01,4.262011e-10,9.91e+37,1388.61,21508.0,
-4.500000E+01,3.456675e-09,9.91e+37,1389.671,21508.0,
-4.475000E+01,4.971885e-09,9.91e+37,1390.733,21508.0,
-4.450000E+01,1.3558079999999999e-08,9.91e+37,1391.795,21508.0,
-4.425000E+01,1.15378e-08,9.91e+37,1392.854,21508.0,
-4.400000E+01,1.759864e-08,9.91e+37,1393.9129999999998,21508.0,
-4.375000E+01,1.406315e-08,9.91e+37,1394.9720000000002,21508.0,
-4.350000E+01,1.608343e-08,9.91e+37,1396.03,21508.0,
-4.325000E+01,1.608343e-08,9.91e+37,1397.0910000000001,21508.0,
-4.300000E+01,1.8608779999999997e-08,9.91e+37,1398.148,21508.0,
-4.275000E+01,1.9618919999999996e-08,9.91e+37,1399.2060000000001,21508.0,
-4.250000E+01,2.416455e-08,9.91e+37,1400.266,21508.0,
-4.225000E+01,2.517468e-08,9.91e+37,1401.325,21508.0,
-4.200000E+01,2.7700040000000003e-08,9.91e+37,1402.384,21508.0,
-4.175000E+01,2.9215259999999997e-08,9.91e+37,1403.443,21508.0,
-4.150000E+01,3.3255800000000006e-08,9.91e+37,1404.5020000000002,21508.0,
-4.125000E+01,3.628622e-08,9.91e+37,1405.5810000000001,21508.0,
-4.100000E+01,3.881157e-08,9.91e+37,1406.642,21508.0,
-4.075000E+01,4.68927e-08,9.91e+37,1407.7020000000002,21508.0,
-4.050000E+01,4.6387619999999996e-08,9.91e+37,1408.763,21508.0,
-4.025000E+01,5.042819000000001e-08,9.91e+37,1409.8210000000001,21508.0,
-4.000000E+01,6.002451e-08,9.91e+37,1410.881,21508.0,
current through plasma (-mA) <tab> voltage across plasma (-V) <tab> time (sec),,,,,
0.833506	467.022667	0.001000,,,,,
0.832697	467.125158	0.101000,,,,,
0.832480	467.196512	0.201000,,,,,
0.831860	467.156437	0.301000,,,,,
0.832542	467.112937	0.401000,,,,,
0.832906	467.081227	0.501000,,,,,
0.832063	467.150902	0.601000,,,,,
0.832452	467.098036	0.701000,,,,,
0.833106	467.070240	0.801000,,,,,
0.832365	467.128683	0.901000,,,,,
0.832461	467.127976	1.002000,,,,,
0.832557	467.092245	1.101000,,,,,
0.832953	467.096462	1.201000,,,,,
0.832530	467.112701	1.301000,,,,,
0.832804	467.115153	1.401000,,,,,
0.832786	467.128794	1.502000,,,,,
0.832485	467.159367	1.601000,,,,,
0.832533	467.154231	1.701000,,,,,
0.832511	467.160456	1.801000,,,,,
0.832091	467.191613	1.901000,,,,,
0.832421	467.167664	2.001000,,,,,
0.832900	467.123532	2.101000,,,,,
0.832093	467.177481	2.201000,,,,,
0.832665	467.089410	2.301000,,,,,
0.833264	467.082809	2.401000,,,,,
0.832175	467.120889	2.501000,,,,,
0.831859	467.153693	2.601000,,,,,
0.832663	467.069270	2.701000,,,,,
0.832824	467.078019	2.801000,,,,,
0.832223	467.124048	2.901000,,,,,
0.832637	467.124427	3.001000,,,,,
0.832674	467.143474	3.101000,,,,,
0.832758	467.138025	3.201000,,,,,
0.832542	467.159836	3.301000,,,,,
0.832193	467.178177	3.402000,,,,,
0.832282	467.177979	3.502000,,,,,
0.832390	467.182492	3.601000,,,,,
0.832688	467.144883	3.701000,,,,,
0.831982	467.192052	3.801000,,,,,
0.832444	467.141274	3.901000,,,,,
0.832349	467.168829	4.001000,,,,,
0.831901	467.191502	4.101000,,,,,
0.832221	467.135665	4.201000,,,,,
0.832817	467.118768	4.301000,,,,,
0.832282	467.141448	4.402000,,,,,
0.832127	467.159717	4.501000,,,,,
0.832763	467.103614	4.601000,,,,,
0.832696	467.134823	4.702000,,,,,
0.832111	467.176904	4.801000,,,,,
0.831945	467.206238	4.902000,,,,,
0.832368	467.145469	5.001000,,,,,
0.832148	467.219301	5.101000,,,,,
0.832484	467.184520	5.202000,,,,,
0.832219	467.223350	5.301000,,,,,
0.832491	467.200391	5.401000,,,,,
0.832578	467.142109	5.501000,,,,,
0.832280	467.192944	5.601000,,,,,
0.831628	467.209119	5.701000,,,,,
0.832200	467.150646	5.802000,,,,,
0.832677	467.121680	5.901000,,,,,
0.831771	467.178127	6.001000,,,,,
0.831703	467.173416	6.101000,,,,,
0.832892	467.089923	6.201000,,,,,
0.832560	467.137365	6.301000,,,,,
0.831741	467.216625	6.401000,,,,,
0.832540	467.169527	6.501000,,,,,
0.832490	467.158335	6.602000,,,,,
0.832151	467.206777	6.701000,,,,,
0.832398	467.198696	6.801000,,,,,
0.832232	467.191893	6.901000,,,,,
0.832175	467.224326	7.001000,,,,,
0.832033	467.228459	7.101000,,,,,
0.832237	467.224509	7.201000,,,,,
0.831872	467.232919	7.301000,,,,,
0.832575	467.159311	7.401000,,,,,
0.832820	467.130052	7.501000,,,,,
0.832086	467.203547	7.601000,,,,,
0.832365	467.174387	7.701000,,,,,
0.832554	467.147644	7.801000,,,,,
0.831840	467.200873	7.901000,,,,,
0.831447	467.239059	8.001000,,,,,
