probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,Unnamed: 5
-5.500000E+01,-8.796616e-08,9.91e+37,206.6816,21508.0,
-5.475000E+01,-4.907351e-08,9.91e+37,207.7432,21508.0,
-5.450000E+01,-4.2002090000000003e-08,9.91e+37,208.8027,21508.0,
-5.425000E+01,-3.1395020000000004e-08,9.91e+37,209.8643,21508.0,
-5.400000E+01,-2.634404e-08,9.91e+37,210.9482,21508.0,
-5.375000E+01,-2.6344029999999997e-08,9.91e+37,212.0078,21508.0,
-5.350000E+01,-2.2808349999999997e-08,9.91e+37,213.0664,21508.0,
-5.325000E+01,-1.977774e-08,9.91e+37,214.125,21508.0,
-5.300000E+01,-1.4221649999999999e-08,9.91e+37,215.1865,21508.0,
-5.275000E+01,-1.018086e-08,9.91e+37,216.248,21508.0,
-5.250000E+01,-5.634963e-09,9.91e+37,217.3301,21508.0,
-5.225000E+01,-3.1094699999999996e-09,9.91e+37,218.3896,21508.0,
-5.200000E+01,-1.0890730000000002e-09,9.91e+37,219.4473,21508.0,
-5.175000E+01,4.46666e-09,9.91e+37,220.5078,21508.0,
-5.150000E+01,5.981803000000001e-09,9.91e+37,221.5664,21508.0,
-5.125000E+01,1.9113060000000003e-08,9.91e+37,222.6279,21508.0,
-5.100000E+01,1.709284e-08,9.91e+37,223.7119,21508.0,
-5.075000E+01,2.921402e-08,9.91e+37,224.7715,21508.0,
-5.050000E+01,3.173924e-08,9.91e+37,225.8311,21508.0,
-5.025000E+01,4.386039e-08,9.91e+37,226.8877,21508.0,
-5.000000E+01,5.598155e-08,9.91e+37,227.9492,21508.0,
-4.975000E+01,6.860773e-08,9.91e+37,229.0059,21508.0,
-4.950000E+01,7.870871000000001e-08,9.91e+37,230.0645,21508.0,
-4.925000E+01,9.436522e-08,9.91e+37,231.124,21508.0,
-4.900000E+01,9.689046000000002e-08,9.91e+37,232.1826,21508.0,
-4.875000E+01,1.080015e-07,9.91e+37,233.2412,21508.0,
-4.850000E+01,1.226478e-07,9.91e+37,234.3037,21508.0,
-4.825000E+01,1.3931449999999999e-07,9.91e+37,235.3613,21508.0,
-4.800000E+01,1.514357e-07,9.91e+37,236.4404,21508.0,
-4.775000E+01,1.610315e-07,9.91e+37,237.501,21508.0,
-4.750000E+01,1.696173e-07,9.91e+37,238.5596,21508.0,
-4.725000E+01,1.8628389999999998e-07,9.91e+37,239.6182,21508.0,
-4.700000E+01,1.943647e-07,9.91e+37,240.6768,21508.0,
-4.675000E+01,2.115364e-07,9.91e+37,241.7354,21508.0,
-4.650000E+01,2.266878e-07,9.91e+37,242.7959,21508.0,
-4.625000E+01,2.4234420000000003e-07,9.91e+37,243.8584,21508.0,
-4.600000E+01,2.559806e-07,9.91e+37,244.9189,21508.0,
-4.575000E+01,2.71637e-07,9.91e+37,245.9824,21508.0,
-4.550000E+01,2.842633e-07,9.91e+37,247.04,21508.0,
-4.525000E+01,3.0295e-07,9.91e+37,248.0977,21508.0,
-4.500000E+01,3.145661e-07,9.91e+37,249.1768,21508.0,
current through plasma (-mA) <tab> voltage across plasma (-V) <tab> time (sec),,,,,
0.971280	444.890345	0.001000,,,,,
0.963383	446.061823	0.101000,,,,,
0.963715	445.986177	0.201000,,,,,
0.966604	445.600934	0.301000,,,,,
0.968246	445.412812	0.401000,,,,,
0.967923	445.386032	0.501000,,,,,
0.969393	445.246247	0.601000,,,,,
0.968492	445.300601	0.701000,,,,,
0.968436	445.287182	0.801000,,,,,
0.969051	445.210588	0.901000,,,,,
0.968655	445.193196	1.001000,,,,,
0.968932	445.206069	1.101000,,,,,
0.969574	445.169349	1.201000,,,,,
0.969824	445.152533	1.301000,,,,,
0.969142	445.221336	1.401000,,,,,
0.968989	445.232812	1.501000,,,,,
0.969355	445.219731	1.601000,,,,,
0.969957	445.160928	1.701000,,,,,
0.967947	445.266410	1.801000,,,,,
0.968151	445.246512	1.901000,,,,,
0.970087	445.104044	2.001000,,,,,
0.968395	445.217372	2.101000,,,,,
0.968716	445.231087	2.201000,,,,,
0.969038	445.190993	2.301000,,,,,
0.969843	445.146541	2.401000,,,,,
0.969104	445.211548	2.501000,,,,,
0.968942	445.215934	2.601000,,,,,
0.969078	445.182609	2.701000,,,,,
0.968415	445.230125	2.801000,,,,,
0.969293	445.115532	2.901000,,,,,
0.969374	445.123438	3.001000,,,,,
0.968090	445.276976	3.101000,,,,,
0.967997	445.315227	3.201000,,,,,
0.969101	445.201091	3.301000,,,,,
0.969684	445.139398	3.401000,,,,,
0.968980	445.213552	3.501000,,,,,
0.967722	445.295119	3.601000,,,,,
0.969678	445.120872	3.701000,,,,,
0.969775	445.124885	3.801000,,,,,
0.968950	445.182080	3.901000,,,,,
0.969669	445.110848	4.001000,,,,,
0.969421	445.121779	4.102000,,,,,
0.969281	445.134988	4.201000,,,,,
0.967909	445.289234	4.301000,,,,,
0.968606	445.228623	4.401000,,,,,
0.969053	445.221618	4.501000,,,,,
0.969891	445.136680	4.601000,,,,,
0.970127	445.103004	4.701000,,,,,
0.969386	445.156674	4.801000,,,,,
0.969269	445.149526	4.901000,,,,,
0.967695	445.244672	5.001000,,,,,
0.969138	445.179026	5.101000,,,,,
0.969767	445.119890	5.201000,,,,,
0.969628	445.145870	5.301000,,,,,
0.969426	445.169514	5.401000,,,,,
0.969476	445.176952	5.501000,,,,,
0.968839	445.231605	5.601000,,,,,
0.969197	445.193424	5.701000,,,,,
0.969856	445.133294	5.801000,,,,,
0.969200	445.144292	5.902000,,,,,
0.970191	445.115361	6.001000,,,,,
0.968879	445.172347	6.101000,,,,,
0.969470	445.150395	6.201000,,,,,
0.968059	445.268049	6.301000,,,,,
0.968606	445.266267	6.401000,,,,,
0.969590	445.176176	6.501000,,,,,
0.969970	445.133986	6.602000,,,,,
0.969599	445.146593	6.701000,,,,,
0.969731	445.134648	6.801000,,,,,
0.969833	445.077524	6.901000,,,,,
0.968762	445.181907	7.001000,,,,,
0.969020	445.148963	7.101000,,,,,
0.969020	445.165347	7.201000,,,,,
0.969432	445.155041	7.301000,,,,,
0.969878	445.151215	7.401000,,,,,
0.969344	445.207032	7.501000,,,,,
0.969152	445.198783	7.601000,,,,,
0.969329	445.171404	7.701000,,,,,
0.969578	445.115204	7.801000,,,,,
0.969663	445.075560	7.901000,,,,,
0.969024	445.143459	8.001000,,,,,
0.970312	445.029588	8.101000,,,,,
0.968477	445.207547	8.201000,,,,,
0.970225	445.072505	8.301000,,,,,
0.969081	445.213593	8.401000,,,,,
0.967965	445.269485	8.501000,,,,,
0.969296	445.165343	8.601000,,,,,
0.969126	445.209984	8.701000,,,,,
0.970196	445.090049	8.801000,,,,,
0.969069	445.190463	8.901000,,,,,
0.970140	445.032360	9.001000,,,,,
0.969260	445.107220	9.101000,,,,,
0.969947	445.047705	9.201000,,,,,
0.969217	445.155088	9.301000,,,,,
0.969924	445.087847	9.401000,,,,,
0.969296	445.162956	9.501000,,,,,
0.969875	445.123603	9.601000,,,,,
