wavelength,intensity
696,-4.99
697,-1.19
698,-5.8
699,-4.46
700,-8.25
701,-6.68
702,-2.17
703,-4.79
704,-5.61
705,-11.29
706,-0.88
707,2.33
708,-3.97
709,-0.81
710,-9.61
711,-2.54
712,-9.24
713,-1.46
714,-9.41
715,-3.36
716,-4.37
717,-2.54
718,-8.08
719,-1.92
720,-10.9
721,1.88
722,1.74
723,-8.45
724,-0.09
725,-4.52
726,-2.93
727,9.05
728,-1.44
729,-2.39
730,-0.45
731,-8.3
732,-4.85
733,-5.73
734,5.14
735,-1.09
736,2.74
737,-2.83
738,-3.09
739,1.82
740,-4.06
741,-5.48
742,-4.36
743,5.6
744,0.69
745,0.62
746,7.9
747,5.65
748,5.69
749,9.04
750,5.8
751,7.87
752,5.74
753,-6.37
754,-9.06
755,-3.23
756,0.55
757,-3.45
758,3.98
759,4.09
760,6.33
761,8.17
762,1.98
763,8.86
764,-3.21
765,0.96
766,-1.19
767,-2.73
768,-0.32
769,-0.39
770,-3.42
771,4.49
772,2.65
773,2.55
774,6.01
775,11.36
776,1.18
777,-2.07
778,1.4
779,-8.13
780,-5.61
781,-7.78
782,-2.78
783,-6.96
784,-2.69
785,-4.33
786,-4.33
787,-5.86
788,-4.58
789,-6.21
790,-7.8
791,-2.32
792,-7.67
793,-0.25
794,-7.61
795,-5.82
796,-7.38
797,-3.28
798,-0.36
799,-9.27
800,-6.18
801,-6.92
802,-0.69
803,0.93
804,-7.77
805,-9.31
806,-2.45
807,-1.39
808,-4.99
809,-10.37
810,-3.06
811,-6.41
812,-3.49
813,-4.84
814,-2.43
815,-10.09
816,-5.62
817,-11.17
818,-12.14
819,-5.1
820,-8.75
821,-7.43
822,-0.37
823,-4.32
824,-1.92
825,-3.95
826,-10.62
827,-4.88
828,-1.39
829,-1.41
830,-0.54
831,-5.59
832,-8.82
833,-6.19
834,-5.27
835,-5.48
836,-4.58
837,-7.2
838,-4.86
839,-9.29
840,-7.42
841,-3.62
842,-8.21
843,-7.02
844,-6.28
845,-6.57
846,0.39
847,-3.97
848,-5.91
849,4.95
850,-1.25
851,-7.7
852,-4.21
853,-10.41
854,3.69
855,-0.29
856,-6.95
857,-5.03
858,-9.47
859,-6.06
860,-3.66
861,-7.51
862,0.42
863,-8.4
864,-1.87
865,-5.87
866,-9.52
867,-8.89
868,-6.71
869,-4.33
870,0.98
871,-3.66
872,0.12
873,-4.3
874,-3.18
875,-12.57
876,-7.19
877,-4.14
878,-6.03
879,-9.16
880,-3.1
881,-18.1
882,-3.1
883,-5.62
884,-10.67
885,-3.65
886,-1.85
887,-5.36
888,-5.52
889,-6.34
890,-0.68
891,-10.25
892,-3.12
893,-6.12
894,-4.82
895,-1.87
896,-3.9
897,-7.39
898,-5.9
899,-1.35
900,-0.72
901,-10.93
902,-0.62
903,-7.91
904,-8.37
905,-2.92
906,-11.49
907,-11.78
908,-4
909,-5.29
910,-9.01
911,-0.32
912,-10.34
913,-6.11
914,-8.69
915,-3.2
916,-8.59
917,-4.5
918,-1.04
919,-8.9
920,-7.41
921,-8.37
922,-6.17
923,-8.8
924,-9.83
925,-3.89
926,-9.69
927,-5.87
928,-6.73
929,-1.77
930,-2.99
931,5.49
932,-4.03
933,-1.39
934,0.45
935,-6.2
936,-0.05
937,-11.01
938,-10.17
939,-0.39
940,-3.76
941,-9.41
942,-4.28
943,-7.25
944,-6.93
945,-10.38
946,-1.19
947,-1.89
948,-0.48
949,-10.38
950,-9.45
951,-8.27
952,-0.64
953,-7.99
954,-4.83
955,-3.19
956,-1.92
957,-4.61
958,-1.38
959,-6.6
960,-2.83
961,-12.24
962,-2.21
963,-4.18
964,-8.99
965,-10.72
966,-2.19
967,-8.44
968,-5.89
969,-11.49
970,-4.6
971,-10.02
972,-5.04
973,-5.15
974,-3.73
975,-2.45
976,-6.28
977,-9.38
978,-3.32
979,-9.91
980,-6.27
981,-4.92
982,-8.19
983,-9.23
984,3.33
985,-10.6
986,-8.37
987,-2.78
988,-12.57
989,-4.63
990,-3.76
991,-8.67
992,-6
993,-6.12
994,-7.33
995,-2.1
996,3.66
997,-3.6
998,-10.15
999,-7.06
1000,-5.37
