probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,Unnamed: 5
-9.000000E+01,-6.422714e-08,9.91e+37,9163.841,21508.0,
-8.975000E+01,-4.503318e-08,9.91e+37,9164.899,21508.0,
-8.950000E+01,-8.665659e-09,9.91e+37,9165.961,21508.0,
-8.925000E+01,8.274992999999998e-08,9.91e+37,9167.021999999999,21508.0,
-8.900000E+01,3.729516e-08,9.91e+37,9168.078000000001,21508.0,
-8.875000E+01,1.064874e-07,9.91e+37,9169.14,21508.0,
-8.850000E+01,1.393159e-07,9.91e+37,9170.2,21508.0,
-8.825000E+01,1.327502e-07,9.91e+37,9171.26,21508.0,
-8.800000E+01,8.477015e-08,9.91e+37,9172.338,21508.0,
-8.775000E+01,2.241649e-07,9.91e+37,9173.396,21508.0,
-8.750000E+01,2.782056e-07,9.91e+37,9174.454,21508.0,
-8.725000E+01,2.428518e-07,9.91e+37,9175.513,21508.0,
-8.700000E+01,4.948732e-07,9.91e+37,9176.571,21508.0,
-8.675000E+01,3.716403e-07,9.91e+37,9177.631,21508.0,
-8.650000E+01,3.842666e-07,9.91e+37,9178.689,21508.0,
-8.625000E+01,4.438628e-07,9.91e+37,9179.748,21508.0,
-8.600000E+01,5.317421e-07,9.91e+37,9180.808,21508.0,
-8.575000E+01,6.322478e-07,9.91e+37,9181.866,21508.0,
-8.550000E+01,6.893188e-07,9.91e+37,9182.93,21508.0,
-8.525000E+01,6.347736999999999e-07,9.91e+37,9183.99,21508.0,
-8.500000E+01,6.600253000000001e-07,9.91e+37,9185.049,21508.0,
-8.475000E+01,7.85784e-07,9.91e+37,9186.107,21508.0,
-8.450000E+01,8.201272e-07,9.91e+37,9187.167,21508.0,
-8.425000E+01,7.807333e-07,9.91e+37,9188.229,21508.0,
-8.400000E+01,8.96391e-07,9.91e+37,9189.29,21508.0,
-8.375000E+01,1.023159e-06,9.91e+37,9190.35,21508.0,
-8.350000E+01,1.072149e-06,9.91e+37,9191.408000000001,21508.0,
-8.325000E+01,1.0908360000000001e-06,9.91e+37,9192.465,21508.0,
-8.300000E+01,1.130735e-06,9.91e+37,9193.523000000001,21508.0,
-8.275000E+01,1.2302309999999999e-06,9.91e+37,9194.587,21508.0,
-8.250000E+01,1.270635e-06,9.91e+37,9195.646,21508.0,
-8.225000E+01,1.419626e-06,9.91e+37,9196.705,21508.0,
-8.200000E+01,1.530232e-06,9.91e+37,9197.763,21508.0,
-8.175000E+01,1.4736670000000001e-06,9.91e+37,9198.82,21508.0,
-8.150000E+01,1.5777080000000002e-06,9.91e+37,9199.882,21508.0,
