probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,Unnamed: 5
-8.000000E+01,-1.708042e-07,9.91e+37,8695.971,21508.0,
-7.975000E+01,-1.3898270000000002e-07,9.91e+37,8697.043,21508.0,
-7.950000E+01,-1.1524280000000001e-07,9.91e+37,8698.103000000001,21508.0,
-7.925000E+01,-9.958448e-08,9.91e+37,8699.16,21508.0,
-7.900000E+01,-8.089558e-08,9.91e+37,8700.216,21508.0,
-7.875000E+01,-6.372203e-08,9.91e+37,8701.274,21508.0,
-7.850000E+01,-4.4022980000000003e-08,9.91e+37,8702.332,21508.0,
-7.825000E+01,-2.028305e-08,9.91e+37,8703.395,21508.0,
-7.800000E+01,6.486910999999999e-09,9.91e+37,8704.473,21508.0,
-7.775000E+01,4.0325489999999996e-08,9.91e+37,8705.530999999999,21508.0,
-7.750000E+01,5.396192e-08,9.91e+37,8706.59,21508.0,
-7.725000E+01,7.971964999999999e-08,9.91e+37,8707.664,21508.0,
-7.700000E+01,1.080026e-07,9.91e+37,8708.72,21508.0,
-7.675000E+01,1.347705e-07,9.91e+37,8709.793,21508.0,
-7.650000E+01,1.524473e-07,9.91e+37,8710.85,21508.0,
-7.625000E+01,1.827505e-07,9.91e+37,8711.908000000001,21508.0,
-7.600000E+01,2.1456889999999998e-07,9.91e+37,8712.965,21508.0,
-7.575000E+01,2.418417e-07,9.91e+37,8714.024,21508.0,
-7.550000E+01,2.81741e-07,9.91e+37,8715.085,21508.0,
-7.525000E+01,3.064886e-07,9.91e+37,8716.145,21508.0,
-7.500000E+01,3.4234740000000004e-07,9.91e+37,8717.206,21508.0,
-7.475000E+01,3.797217e-07,9.91e+37,8718.282,21508.0,
-7.450000E+01,4.130547e-07,9.91e+37,8719.344000000001,21508.0,
-7.425000E+01,4.569943e-07,9.91e+37,8720.405,21508.0,
-7.400000E+01,4.968936e-07,9.91e+37,8721.479,21508.0,
-7.375000E+01,5.433586e-07,9.91e+37,8722.55,21508.0,
-7.350000E+01,5.883085e-07,9.91e+37,8723.61,21508.0,
-7.325000E+01,6.312376e-07,9.91e+37,8724.667,21508.0,
-7.300000E+01,6.746723e-07,9.91e+37,8725.728000000001,21508.0,
-7.275000E+01,7.327533000000001e-07,9.91e+37,8726.787,21508.0,
-7.250000E+01,7.746729e-07,9.91e+37,8727.847,21508.0,
-7.225000E+01,8.256833000000001e-07,9.91e+37,8728.908000000001,21508.0,
-7.200000E+01,8.792194000000001e-07,9.91e+37,8729.966999999999,21508.0,
-7.175000E+01,9.347750000000001e-07,9.91e+37,8731.025,21508.0,
-7.150000E+01,9.958865e-07,9.91e+37,8732.084,21508.0,
-7.125000E+01,1.053463e-06,9.91e+37,8733.144,21508.0,
-7.100000E+01,1.119625e-06,9.91e+37,8734.205,21508.0,
-7.075000E+01,1.17316e-06,9.91e+37,8735.266,21508.0,
-7.050000E+01,1.234271e-06,9.91e+37,8736.327,21508.0,
-7.025000E+01,1.3009379999999999e-06,9.91e+37,8737.386,21508.0,
-7.000000E+01,1.370131e-06,9.91e+37,8738.442,21508.0,
