probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,Unnamed: 5
-2.500000E+01,-1.674812e-08,9.91e+37,1782.007,21508.0,
-2.475000E+01,-8.666092e-09,9.91e+37,1783.066,21508.0,
-2.450000E+01,-6.6455769999999996e-09,9.91e+37,1784.125,21508.0,
-2.425000E+01,3.4567020000000005e-09,9.91e+37,1785.2020000000002,21508.0,
-2.400000E+01,6.992233e-09,9.91e+37,1786.263,21508.0,
-2.375000E+01,1.355823e-08,9.91e+37,1787.3239999999998,21508.0,
-2.350000E+01,1.7093759999999997e-08,9.91e+37,1788.3829999999998,21508.0,
-2.325000E+01,2.2649590000000003e-08,9.91e+37,1789.441,21508.0,
-2.300000E+01,2.770035e-08,9.91e+37,1790.5,21508.0,
-2.275000E+01,3.325619e-08,9.91e+37,1791.557,21508.0,
-2.250000E+01,3.679174e-08,9.91e+37,1792.615,21508.0,
-2.225000E+01,4.285266e-08,9.91e+37,1793.674,21508.0,
-2.200000E+01,4.840848e-08,9.91e+37,1794.731,21508.0,
-2.175000E+01,5.3459269999999996e-08,9.91e+37,1795.7910000000002,21508.0,
-2.150000E+01,5.6994749999999995e-08,9.91e+37,1796.85,21508.0,
-2.125000E+01,7.113686e-08,9.91e+37,1797.91,21508.0,
-2.100000E+01,7.51775e-08,9.91e+37,1798.9720000000002,21508.0,
-2.075000E+01,7.568256e-08,9.91e+37,1800.029,21508.0,
-2.050000E+01,8.022821e-08,9.91e+37,1801.089,21508.0,
-2.025000E+01,8.275362e-08,9.91e+37,1802.148,21508.0,
-2.000000E+01,8.729925999999998e-08,9.91e+37,1803.21,21508.0,
-1.975000E+01,9.336016000000001e-08,9.91e+37,1804.289,21508.0,
-1.950000E+01,9.133986999999999e-08,9.91e+37,1805.3470000000002,21508.0,
-1.925000E+01,1.039668e-07,9.91e+37,1806.4070000000002,21508.0,
-1.900000E+01,1.085124e-07,9.91e+37,1807.467,21508.0,
-1.875000E+01,1.064921e-07,9.91e+37,1808.545,21508.0,
-1.850000E+01,1.19119e-07,9.91e+37,1809.604,21508.0,
-1.825000E+01,1.2518e-07,9.91e+37,1810.6629999999998,21508.0,
-1.800000E+01,1.3225099999999998e-07,9.91e+37,1811.741,21508.0,
-1.775000E+01,1.282105e-07,9.91e+37,1812.819,21508.0,
-1.750000E+01,1.393221e-07,9.91e+37,1813.898,21508.0,
-1.725000E+01,1.4235250000000002e-07,9.91e+37,1814.957,21508.0,
-1.700000E+01,1.484134e-07,9.91e+37,1816.0379999999998,21508.0,
-1.675000E+01,1.529592e-07,9.91e+37,1817.1,21508.0,
-1.650000E+01,1.6558599999999998e-07,9.91e+37,1818.1779999999999,21508.0,
-1.625000E+01,1.665961e-07,9.91e+37,1819.256,21508.0,
-1.600000E+01,1.71647e-07,9.91e+37,1820.3120000000001,21508.0,
-1.575000E+01,1.721519e-07,9.91e+37,1821.371,21508.0,
-1.550000E+01,1.7518239999999998e-07,9.91e+37,1822.4460000000001,21508.0,
-1.525000E+01,1.8326360000000002e-07,9.91e+37,1823.525,21508.0,
-1.500000E+01,1.852838e-07,9.91e+37,1824.5870000000002,21508.0,
current through plasma (-mA) <tab> voltage across plasma (-V) <tab> time (sec),,,,,
0.038616	1481.623655	0.002000,,,,,
0.034923	1481.806848	0.102000,,,,,
0.042809	1481.142960	0.202000,,,,,
0.039505	1481.394650	0.302000,,,,,
0.034433	1481.771368	0.402000,,,,,
0.040555	1481.320079	0.502000,,,,,
0.041934	1481.227478	0.602000,,,,,
0.035453	1481.695224	0.702000,,,,,
0.039815	1481.377598	0.802000,,,,,
0.042581	1481.179285	0.902000,,,,,
0.035370	1481.692725	1.002000,,,,,
0.038056	1481.486873	1.102000,,,,,
0.043466	1481.104014	1.202000,,,,,
0.037384	1481.540829	1.302000,,,,,
0.035581	1481.682883	1.402000,,,,,
0.042680	1481.166629	1.502000,,,,,
0.039691	1481.393078	1.602000,,,,,
0.035747	1481.695712	1.702000,,,,,
0.043017	1481.131876	1.802000,,,,,
0.040196	1481.366653	1.902000,,,,,
